author,published_at,updated_at,like_count,text,cyberbullying_type,label
@sasukeuchiha-ut4xq,2018-01-06T06:36:26Z,2018-01-06T06:36:26Z,0,I hate you guys  bicth,toxicity,bullying
@acheron6110,2018-05-21T05:50:42Z,2018-05-21T05:50:42Z,0,"Cutting People&#39;s Headphones and Tying Their Shoes Together With Them, Then Stealing Their Stuff And Smacking Their Drink Out Of Their Hands, Pulling Their Chair Out From Under Them",non-toxic,non-bullying
@ayeshashafi7336,2017-03-29T20:00:18Z,2017-03-29T20:00:18Z,0,Seriously that&#39;s just rude! You&#39;re a piece of shit Rebel tv what ever!,"toxicity, identity_attack, threat",bullying
@baronvonsmurf7110,2025-03-01T05:31:52Z,2025-03-01T05:31:52Z,0,2 moron vs 1 brave man,"toxicity, threat",bullying
@craigmontgomery5270,2018-04-05T11:45:07Z,2018-04-05T11:45:07Z,0,You are mean,"toxicity, threat",bullying
@TOM-pg7fv,2024-07-25T07:24:56Z,2024-07-25T07:24:56Z,0,4030 Anyone&#39;s??.....,non-toxic,non-bullying
@Maggotsareterrible,2025-02-28T21:54:29Z,2025-02-28T21:54:29Z,0,American is an embarrassment to the world.  Donorrhea is going to get us into World War III.  He and  Eyeliner Vance need to shut up!   THE IDIOT AND THE MORON ARE A DISGUSTING DISGRACE!!!,"toxicity, threat",bullying
@AvarisNoctis,2025-05-30T09:08:41Z,2025-05-30T09:08:41Z,0,MISLEADING HEADLINE,non-toxic,non-bullying
@JohnyRiderbaba,2025-03-02T19:12:03Z,2025-03-02T19:12:03Z,0,Comedian become Leader - Leaders become Comedian - This is how u r making America Great? 🤣🤣🤣🤣,non-toxic,non-bullying
@RH-yx4mq,2024-04-13T08:29:17Z,2024-04-13T08:29:17Z,0,There is camilla,non-toxic,non-bullying
@Terry-t8i7p,2025-03-09T23:02:10Z,2025-03-09T23:02:10Z,0,"<a href=""https://www.youtube.com/shorts/l-bMoF8DXTQ"">https://youtube.com/shorts/l-bMoF8DXTQ?si=1TuokDtYxz45puoM</a>",non-toxic,non-bullying
@SastaXed,2025-03-01T07:00:12Z,2025-03-01T07:00:12Z,0,Truth has a voice… Zelenskyy is right… trump’s a puppet joker…,"toxicity, threat",bullying
@Oofydam,2024-05-10T03:48:51Z,2024-05-10T03:48:51Z,0,Ain’t no god damn way you gave him 35years that’s a life sentence tf,"toxicity, identity_attack",bullying
@ppman0754,2025-02-28T21:59:27Z,2025-02-28T21:59:27Z,1,trump is a facking luser for not letting zelensky talk,"toxicity, threat",bullying
@kristinemorley4337,2025-02-28T21:16:13Z,2025-02-28T21:16:13Z,0,"Zelensky can’t find billions of dollars , he’s a crook.","toxicity, threat",bullying
@NeilLitchfield,2025-02-28T21:04:12Z,2025-02-28T21:04:12Z,0,America the big i am.pathetic,"toxicity, threat",bullying
@takekazu1358,2018-07-09T16:25:44Z,2018-07-09T16:25:44Z,0,パクるやり方教えとんのか？<br>お前らやる事ほんまにおもんないで、<br>はよ捕まれよ。<br>それか警察にやれよ。<br>楽しいことなるかもーなー<br>外国は腹立つユーチューバーしかおらんな,non-toxic,non-bullying
@ambermalik895,2025-03-02T20:49:28Z,2025-03-02T20:49:28Z,1,"😂omg,guest just honoured with dishonour by honorable hosts😂😂problem is Hunter Biden bathroom",non-toxic,non-bullying
@maxtergate5943,2025-03-03T18:21:46Z,2025-03-03T18:21:46Z,3,"what an idiot is zelenski...what a moron,he doesent care about his people,his wife shops in swicerland while ukranian people die...he care only about money..its a tragick  for ukranian people to have this man as president","toxicity, threat",bullying
@wiktordolinowski4153,2025-03-07T15:17:21Z,2025-03-07T15:17:21Z,0,"Asking for support on behalf of one’s people is no shame. President Zelensky visited the White House to request further assistance. Ukraine, though a poor European country, has stood up to the world&#39;s second-largest army. Thanks to U.S. support, it has been bravely fighting for three years. We thank America—this would not have been possible without your help.",non-toxic,non-bullying
@apaitiamalupo7232,2024-06-04T02:24:33Z,2024-06-04T02:24:33Z,0,"Why protect a fckn murderer whose got an attitude and has no remorse....if i were security I&#39;d walk out ....and if people ask me why i left....id say DUDE I&#39;M HUMAN , I GOTTA PEE AND SHIT 💩😂","toxicity, identity_attack, threat",bullying
@MartyGT2825,2025-03-01T08:09:10Z,2025-03-01T08:09:10Z,0,True Americans are behind Ukraine 100% idk wtf donnie and his brainwashed cabinet are doing,"toxicity, threat",bullying
@RealvoiceGEN_Z-f8m,2024-10-26T10:32:01Z,2024-10-26T10:32:01Z,0,Jews are being forced to commit suicide by Western conspiracies. Boycott the West at the highest level.,toxicity,bullying
@RusTsea196T,2025-02-01T13:26:54Z,2025-02-01T13:26:54Z,0,"Trump is a spoiled toddler.  All words with nothing to back it up.  How many businesses has he run into the ground?  Unfortunately, being a US citizen, the US will likely be the next and biggest Trump failure.  <br>Trump&#39;s threats might as well include a BRICS entry application.","toxicity, threat",bullying
@juliejacques5890,2025-03-03T14:02:53Z,2025-03-03T14:02:53Z,0,"Vance &amp; Trump disrespectful, embarrassing! I stand with Zelenskyy &amp; Ukraine. Trump’s a evil joke","toxicity, threat",bullying
@ThatcherNelson,2025-02-28T23:03:38Z,2025-02-28T23:03:38Z,0,"This is idiotic, it’s time for this administration to go,","toxicity, threat",bullying
@or8076,2020-08-02T02:45:29Z,2020-08-02T02:45:29Z,0,He is asshole,"toxicity, threat",bullying
@sarahubackova868,2025-02-28T20:01:54Z,2025-02-28T20:01:54Z,0,"Despicable on Trump and vance, soo embarassing🤢🤮🤮🤮🤮🥵",non-toxic,non-bullying
@EyeZatt,2025-03-01T18:55:45Z,2025-03-01T18:55:45Z,0,Zelensky is a money laundering puppet for the liberals he played with fire with putin and got burnt the guys a clown,"toxicity, threat",bullying
@NORMAL14326,2025-03-01T13:09:27Z,2025-03-01T13:09:27Z,0,This is fully insulting😥😥,non-toxic,non-bullying
@soanatakafua9814,2017-09-23T15:58:56Z,2017-09-23T15:58:56Z,0,Just tie there laces together,non-toxic,non-bullying
@SimpleWork-qy8hj,2025-02-28T21:21:08Z,2025-02-28T21:21:08Z,0,"<a href=""https://www.youtube.com/watch?v=zT2QzZGac-0&amp;t=2519"">41:59</a> 🤣😂",non-toxic,non-bullying
@caseywarren7426,2025-02-28T19:21:39Z,2025-02-28T19:21:39Z,1,what a disguisting traitor to our country. Trump is a complete disgrace. His brain is fried and he wants to extort ukraine and suck off putin. This president is an complete fool.,"toxicity, threat",bullying
@GulastAkkaya-gh3mn,2025-02-12T17:47:26Z,2025-02-12T17:47:26Z,0,Who is hera after season 2,non-toxic,non-bullying
@paulconnelly640,2025-02-28T20:03:51Z,2025-02-28T20:03:51Z,0,This is sickening. Vance and Trump are off their meds.,"toxicity, threat",bullying
@Heylivecoconuggets,2025-03-01T02:22:29Z,2025-03-01T02:22:29Z,1,"Absolutely disgusting, it’s time we the American people take over and start taking inspiration from the French. I do not kneel to kings, people who think they are kings! We serve the constitution and democracy!!!!!",toxicity,bullying
@kyleloven8262,2024-02-08T23:16:43Z,2024-02-08T23:16:43Z,0,That father who wanted 1 minute with Larry would probably get molested himself lol he was hella weak and looked stupid. He looked like he was just doing that to put on a show.,"toxicity, threat",bullying
@MrParti63,2025-05-28T07:42:16Z,2025-05-28T07:42:16Z,0,I support Russia against Trump. Happy to hear that russia warning bloody trump.,non-toxic,non-bullying
@Wings_of_foam,2025-02-28T21:18:33Z,2025-02-28T21:18:33Z,3,Can any law remove Trump?<br>He is very unhingeed,"toxicity, threat",bullying
@kimherie9546,2024-04-10T01:39:37Z,2024-04-10T01:39:37Z,78,These made me cry.  My heart goes out to all the victims and their families ❤,non-toxic,non-bullying
@KizzaSamuel-z8k,2025-03-02T15:10:53Z,2025-03-02T15:10:53Z,1,"Trump is acrazy president &amp; his vice ,u don&#39;t have the cards, crazy","toxicity, threat",bullying
@RajeshBharti-ug8wl,2019-10-10T12:50:09Z,2019-10-10T12:50:09Z,0,Arnab u r the most Arrogant... Most disgusting .... Media Person... I want 2 pee on you... U r actually a Sold Bhaaand.. Of BJP... 🖕,"toxicity, threat",bullying
@soundofprice,2025-03-02T08:51:43Z,2025-03-02T08:51:43Z,1,"Zelensky is stupid, the meeting went well until he tried to abuse the VP","toxicity, threat",bullying
@Callmebaby-c9g,2025-02-28T22:52:22Z,2025-02-28T22:52:22Z,1,They way trumptards like to play down how reckless their clown god is always baffles me.,"toxicity, threat",bullying
@gavsoden,2025-03-01T13:52:59Z,2025-03-01T13:52:59Z,0,Trump is as big a bully as Putin. Disgraceful behaviour.,"toxicity, threat",bullying
@YoungGod_Horror,2025-03-02T02:15:50Z,2025-03-02T02:15:50Z,0,기획이 진짜 미쳤다..,non-toxic,non-bullying
@giuseppersa2391,2024-04-01T15:47:13Z,2024-04-01T15:47:13Z,0,Death sentence. Full stop.,"toxicity, sexual_explicit",bullying
@MarkaArfadhia,2025-01-23T11:15:52Z,2025-01-23T11:15:52Z,0,Hamster bus aku tinggal di Indonesia aku ini ArKa,non-toxic,non-bullying
@helmsylvanian,2017-04-18T12:39:34Z,2017-04-18T12:39:34Z,0,"Obwohl vielleicht Leute sagt dieser ist lustig, es ist nicht lustig. Es ist Traurig.",non-toxic,non-bullying
@ChudBud-h6q,2025-02-28T23:03:31Z,2025-02-28T23:03:31Z,0,"All theses comments are &quot;poor Ukraine&quot; Trump so mean!<br>350 BILLION DOLLARS and HALF is &quot;missing&quot; with nothing to show for it. THIS IS CALLED OVERSIGHT AND WE ARE DOING AWAY WITH WASTE, FRAUD AND ABUSE!","toxicity, threat",bullying
@stagman4337,2025-03-13T11:57:20Z,2025-03-13T11:57:20Z,232,Two loud mouth bullies talking over the President of Ukraine.,"toxicity, threat",bullying
@daviesp2003,2025-02-28T19:46:50Z,2025-02-28T19:46:50Z,0,Ja ja that clown deserves to go to jail for killing his people,"toxicity, threat, sexual_explicit",bullying
@prabhakarkmv4135,2025-03-01T07:40:12Z,2025-03-01T07:40:12Z,0,Damn👍!...but is it allowed to be put  public platform/ domain(YouTube)!?!?,"toxicity, identity_attack",bullying
@E_lise14,2025-03-01T01:32:36Z,2025-03-01T01:32:36Z,0,This is disgraceful behaviour degrading a decent man. 50% of americans voted for these low life thugs. SHAME.,"toxicity, threat",bullying
@Sl1m-s4n,2025-03-02T03:06:22Z,2025-03-02T03:06:22Z,0,Zelensky has such patience puting up with those loud buffoons.,"toxicity, threat",bullying
@danaytmusic,2025-03-01T17:33:12Z,2025-03-01T17:33:12Z,0,What an awful display of incompetence on the US&#39;s side!!! Disgraceful.,toxicity,bullying
@westonhopper1510,2018-02-17T15:04:34Z,2018-02-17T15:04:34Z,0,you should tie there shoe to the bench leg,sexual_explicit,bullying
@mohammedal-oda6326,2018-02-17T03:46:48Z,2018-02-17T03:46:48Z,0,Do you give it back,non-toxic,non-bullying
@larryneal948,2025-03-04T03:01:37Z,2025-03-04T03:01:37Z,3,Stupid vice president and retarde trump,"toxicity, threat",bullying
@kcgangokurr2402,2019-07-26T16:31:03Z,2019-07-26T16:31:03Z,0,If u did No give them their stuff back then u going to hell # CANT STEAL 🔥🌪💥,non-toxic,non-bullying
@FedericoIgnatiuss,2017-07-10T03:22:04Z,2017-07-10T03:22:04Z,0,your phone is broken,non-toxic,non-bullying
@신진훈,2025-01-19T23:48:23Z,2025-01-19T23:48:23Z,1,고마워요 브롤스타즈가 아니라 고마워요 슈퍼셀이 아닐까요?,non-toxic,non-bullying
@phantomthi3f735,2025-03-01T05:45:58Z,2025-03-01T05:45:58Z,0,Trump is too emotional to be a president is he going through menopause?,non-toxic,non-bullying
@Russian-orc,2025-02-28T20:29:17Z,2025-02-28T20:29:44Z,0,Shame on Ukraine. Zelenskyy looks so pathetic,"toxicity, threat",bullying
@HatchDemmon-ri9di,2024-03-17T17:37:00Z,2024-03-17T17:37:00Z,2,Feastables,non-toxic,non-bullying
@Revelation13-8,2025-03-01T02:50:50Z,2025-03-01T02:50:50Z,0,"Anyone who did not see this coming has blinders on , 99% in the world are truly and utterly blind and stupid and have absolutely no clue what so ever what the hell is going on.","toxicity, threat",bullying
@Lorenadaziza,2024-04-12T06:47:18Z,2024-04-12T06:47:18Z,1,"<a href=""https://www.youtube.com/watch?v=0e3GPea1Tyg&amp;t=1483"">24:43</a> bro he was focusing him he cheated",non-toxic,non-bullying
@RavielTheDominator,2024-05-02T14:06:01Z,2024-05-02T14:06:01Z,1,Damn 179 days for punching a child murderer is crazy,"toxicity, identity_attack, threat",bullying
@Haktan-t4p,2024-03-05T15:58:20Z,2024-03-05T15:58:20Z,1,bu harika,non-toxic,non-bullying
@초록덕후-l1e,2018-03-02T16:36:32Z,2018-03-02T16:36:32Z,0,"<a href=""https://www.youtube.com/watch?v=ZJoCo-GYa3E&amp;t=49"">0:49</a> OMG wow....",non-toxic,non-bullying
@balski-gaming5795,2017-10-03T18:44:12Z,2017-10-03T18:44:12Z,0,I&#39;ts not even funny because de  steal from people and Bully them,non-toxic,non-bullying
@betilianamariadesousabezer6627,2025-02-25T12:31:20Z,2025-02-25T12:31:20Z,1,Meu nome é Ana Liz casa 132 amarela Monsenhor Hipólito do Piauí ❤,non-toxic,non-bullying
@dio7219,2024-02-24T11:34:38Z,2024-02-24T11:34:38Z,0,iconic,non-toxic,non-bullying
@malaakter-r1r,2025-01-29T12:03:02Z,2025-01-29T12:03:02Z,3,Hello  people   from  2027,non-toxic,non-bullying
@kathleenotoole9320,2025-03-01T12:26:00Z,2025-03-01T12:26:00Z,1,"Trump is a tyrant,","toxicity, threat",bullying
@madhurinaidu1078,2020-09-14T10:40:45Z,2020-09-14T10:40:45Z,1,Bull shit Hrithik.....we know u all r a gang,"toxicity, identity_attack, threat",bullying
@thomasavp1,2025-03-01T04:28:25Z,2025-03-01T04:28:25Z,0,"The problem with the world is &quot;the most idiotic and evil minds like trump are bubbling with confidence in whatever they speak and do, but the real compassionate and brilliant minds speak less and do less because they are always filled with concerns for every innocent person who may be affected by their deed.<br><br>Trump has the license to do stupid things because he is a stupid. No other leader in the world has that privilege. <br><br>Trump is very privileged in that aspect. Infact, I will be flabbergasted if trump does anything sensible. 😂","toxicity, threat",bullying
@antonygamer_brx100inscrito6,2017-06-08T01:23:57Z,2017-06-08T01:23:57Z,0,WTF,"toxicity, identity_attack",bullying
@Tes-mm5rp,2024-02-05T13:45:37Z,2024-02-05T13:45:37Z,0,"Payton The real monster evil 😈.  People said to me there is no hate or racism these days.  I say it&#39;s still well and alive.  Its embedded in our statesico community in our politics school system everywhere.  White Judge overseeing this and life in prison without parole.   Imagine if you flip the script,  we all know Judge set up police would rough me up.",non-toxic,non-bullying
@roryalgate872,2025-03-01T03:47:31Z,2025-03-01T03:47:31Z,1,The Ukraine is as corrupt as Russia....people need to look in too how the Ukrainian government treated eastern Ukraine,toxicity,bullying
@savov007,2025-03-02T00:17:55Z,2025-03-02T00:18:16Z,0,"You are looking for weapons to continue the bloodshed just to stay in power. I hope America will see that you are just a rabid little poodle biting the hand that feeds it, and you know what to do with a rabid dog","toxicity, threat",bullying
@bforbonc,2025-02-28T23:05:27Z,2025-02-28T23:05:27Z,0,Trump needs to be arrested and put in jail for acting like this as a president. Threatening world war 3? Is he a serious human being in any sense of the word?,toxicity,bullying
@bluntxzx0oka,2018-07-17T07:15:46Z,2018-07-17T07:15:46Z,0,Funny,non-toxic,non-bullying
@srujanakanduri3170,2019-12-17T19:20:03Z,2019-12-17T19:20:03Z,0,Lite....nothing should effect...we love u...,non-toxic,non-bullying
@dirkofficial1303,2025-01-26T21:09:07Z,2025-01-26T21:09:07Z,0,The arrogance of the United States of Terrorists has no limits,toxicity,bullying
@potatov-vg5vy,2024-04-20T21:18:29Z,2024-04-20T21:18:29Z,0,Alguien viendo esto en Abril de 2024 (?) xd,non-toxic,non-bullying
@donnzena,2017-10-27T01:50:06Z,2017-10-27T01:50:06Z,0,You guys are so mean,"toxicity, threat",bullying
@aureliofaller,2024-05-21T10:03:39Z,2024-05-21T10:03:39Z,0,Im from Philippines mr beast.,toxicity,bullying
@TinaVegaLeo,2025-03-02T13:51:35Z,2025-03-02T13:51:35Z,0,1.16 this where he made the mistake,non-toxic,non-bullying
@caribe0186,2025-03-01T12:17:26Z,2025-03-01T12:17:53Z,0,"<a href=""https://www.youtube.com/watch?v=v_kTNIYsFnQ&amp;t=193"">3:13</a> Trump pushed him!!! WTF!","toxicity, identity_attack",bullying
@mariareyes28,2017-08-28T02:13:23Z,2017-08-28T02:13:23Z,0,Fuck you man,"toxicity, identity_attack, threat",bullying
@ankitghosh45,2025-03-02T00:06:43Z,2025-03-02T00:06:43Z,0,Damn. Never seen a leader of a country this flustered in a conversation. Zelensky’s body language shifts so drastically towards the end 😮😮,"toxicity, identity_attack",bullying
@S2G_edid,2024-06-28T07:52:21Z,2024-06-28T07:52:21Z,0,"Hello, I am Cristiano Ronaldo!?!",non-toxic,non-bullying
@gabimihai06,2018-06-10T11:39:51Z,2018-06-10T11:39:51Z,0,I think it isn t funny be ause they can break thei phone,non-toxic,non-bullying
@qanaqasiga1407,2018-07-02T21:53:31Z,2018-07-02T21:53:31Z,0,Super,non-toxic,non-bullying
@usmanibrahim5824,2025-01-27T12:20:49Z,2025-01-27T12:20:49Z,0,The last time my supervisor want to use power and force to make me agree with his assignment given to me even though it&#39;s against our office policies and my opinion I told him to escalate the issue and he fraud an refuse to escalate. And told him never threaten me with things that you knew are not your right again.,non-toxic,non-bullying
@ChiurleaClaudia,2025-01-06T20:00:57Z,2025-01-06T20:00:57Z,0,Rely,non-toxic,non-bullying
@anuvad9566,2025-03-02T21:53:30Z,2025-03-02T21:53:30Z,38,How DARE President Trump speak to the head of a state like this. This is ridiculous!!,"toxicity, threat",bullying
@orlandoestrada8400,2025-03-01T17:00:32Z,2025-03-01T17:00:32Z,0,Disgusting,"toxicity, threat",bullying
@IoanaC.,2025-02-28T21:22:09Z,2025-02-28T21:22:09Z,0,I’d like to see him talk to Putin like that,non-toxic,non-bullying
